# Trials behind speed.md. Written by `mise run bench:speed`; do not edit by hand.
# Date: 2026-09-25
# Roblox: 0.740.19.7400931
# Machine: 12th Gen Intel(R) Core(TM) i9-12900KF, 16 threads, win32 10.0.26200
# Runs: 2, back to back
# surge: c295e5b
# rbxts-transformer-surge: ac69b4d
# roblox-ts: 3.0.0
# @rbxts/flamework-binary-serializer: 0.7.0
# @rbxts/serio: 1.2.7
# Blink: 0.18.8
# Method: 9 trials per cell, each at least 0.2 seconds of calls after 0.1 seconds of warm-up calls, timed in chunks of 250 calls so that the yields between chunks are not in the time; within a row the libraries take turns, one trial each, and 3 idle frames separate one row from the next
fixture	library	half	run	trial	rate
deeply nested object	blink	encode	2	3	2127419
deeply nested object	blink	encode	2	4	2157113
deeply nested object	blink	encode	2	5	2090770
deeply nested object	blink	encode	2	6	2007290
deeply nested object	blink	encode	2	7	2011789
deeply nested object	blink	encode	2	8	2027522
deeply nested object	blink	encode	2	9	2105218
deeply nested object	blink	decode	1	1	1683628
deeply nested object	blink	decode	1	2	1636101
deeply nested object	blink	decode	1	3	1640603
deeply nested object	blink	decode	1	4	1641141
deeply nested object	blink	decode	1	5	1644401
deeply nested object	blink	decode	1	6	1650850
deeply nested object	blink	decode	1	7	1636468
deeply nested object	blink	decode	1	8	1640394
deeply nested object	blink	decode	1	9	1628485
deeply nested object	blink	decode	2	1	1659507
deeply nested object	blink	decode	2	2	1636804
deeply nested object	blink	decode	2	3	1672451
deeply nested object	blink	decode	2	4	1572863
deeply nested object	blink	decode	2	5	1688417
deeply nested object	blink	decode	2	6	1667056
deeply nested object	blink	decode	2	7	1663407
deeply nested object	blink	decode	2	8	1682021
deeply nested object	blink	decode	2	9	1670229
deeply nested object	baseline	encode	1	1	4592769
deeply nested object	baseline	encode	1	2	4412984
deeply nested object	baseline	encode	1	3	4588545
deeply nested object	baseline	encode	1	4	4462326
deeply nested object	baseline	encode	1	5	4572298
deeply nested object	baseline	encode	1	6	4570510
deeply nested object	baseline	encode	1	7	4562956
deeply nested object	baseline	encode	1	8	4581666
deeply nested object	baseline	encode	1	9	4509986
deeply nested object	baseline	encode	2	1	4573316
deeply nested object	baseline	encode	2	2	4375102
deeply nested object	baseline	encode	2	3	4453434
deeply nested object	baseline	encode	2	4	4476354
deeply nested object	baseline	encode	2	5	4288548
deeply nested object	baseline	encode	2	6	4252889
deeply nested object	baseline	encode	2	7	4438386
deeply nested object	baseline	encode	2	8	4346537
deeply nested object	baseline	encode	2	9	4501244
deeply nested object	baseline	decode	1	1	2660653
deeply nested object	baseline	decode	1	2	2694356
deeply nested object	baseline	decode	1	3	2668506
deeply nested object	baseline	decode	1	4	2663685
deeply nested object	baseline	decode	1	5	2656243
deeply nested object	baseline	decode	1	6	2549883
deeply nested object	baseline	decode	1	7	2605899
deeply nested object	baseline	decode	1	8	2619581
deeply nested object	baseline	decode	1	9	2674069
deeply nested object	baseline	decode	2	1	2591497
deeply nested object	baseline	decode	2	2	2698635
deeply nested object	baseline	decode	2	3	2684594
deeply nested object	baseline	decode	2	4	2446910
deeply nested object	baseline	decode	2	5	2693543
deeply nested object	baseline	decode	2	6	2660885
deeply nested object	baseline	decode	2	7	2694515
deeply nested object	baseline	decode	2	8	2639145
deeply nested object	baseline	decode	2	9	2627153
wide struct	surge	encode	1	1	2378316
wide struct	surge	encode	1	2	2406901
wide struct	surge	encode	1	3	2287295
wide struct	surge	encode	1	4	2421124
wide struct	surge	encode	1	5	2418351
wide struct	surge	encode	1	6	2465510
wide struct	surge	encode	1	7	2383238
wide struct	surge	encode	1	8	2381985
wide struct	surge	encode	1	9	2407283
wide struct	surge	encode	2	1	2417113
wide struct	surge	encode	2	2	2375721
wide struct	surge	encode	2	3	2485677
