# Trials behind speed.md. Written by `mise run bench:speed`; do not edit by hand.
# Date: 2026-09-24
# Roblox: 0.740.19.7400931
# Machine: 12th Gen Intel(R) Core(TM) i9-12900KF, 16 threads, win32 10.0.26200
# Runs: 2, back to back
# surge: 56b6fd5 (uncommitted changes)
# rbxts-transformer-surge: 0710f5d (uncommitted changes)
# roblox-ts: 3.0.0
# @rbxts/flamework-binary-serializer: 0.7.0
# @rbxts/serio: 1.2.7
# Blink: 0.18.8
# Method: 9 trials per cell, each at least 0.2 seconds of calls after 0.1 seconds of warm-up calls, timed in chunks of 250 calls so that the yields between chunks are not in the time; within a row the libraries take turns, one trial each, and 3 idle frames separate one row from the next
fixture	library	half	run	trial	rate
large array	serio	decode	2	4	22283
large array	serio	decode	2	5	21881
large array	serio	decode	2	6	22788
large array	serio	decode	2	7	22941
large array	serio	decode	2	8	22491
large array	serio	decode	2	9	22610
large array	blink	encode	1	1	136901
large array	blink	encode	1	2	136221
large array	blink	encode	1	3	135907
large array	blink	encode	1	4	136284
large array	blink	encode	1	5	137664
large array	blink	encode	1	6	138403
large array	blink	encode	1	7	135967
large array	blink	encode	1	8	137520
large array	blink	encode	1	9	136139
large array	blink	encode	2	1	130768
large array	blink	encode	2	2	132042
large array	blink	encode	2	3	134363
large array	blink	encode	2	4	133883
large array	blink	encode	2	5	133531
large array	blink	encode	2	6	132358
large array	blink	encode	2	7	134228
large array	blink	encode	2	8	128754
large array	blink	encode	2	9	129487
